RISM ID,LIBRARY INFO (852),PART OF (773),COMPOSER (100),TITLE (245),STANDARD TITLE (240),SCORING (240m),WORK CATALOG (690),SUBJECT HEADING (650),SOURCE TYPE (593a),SOURCE TYPE (593b),DATE TO (260),DATE FROM (260),MATERIAL (300),PLATE NR (028)
850723520,I-Vc Busta 55.4,850723517,"Latilla, Gaetano",Sinfonia V: S: Mro Gaetano Lattilla,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,,
850728720,I-Vc Busta 118.4,850728534,"Sarti, Giuseppe",Sinfonia Verona,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,,
850721482,I-Vc Busta 53.3,850721927,"Sacchini, Antonio",Sinfonia VI Del Sig:r Antonio Sacchini,Symphonies,,,Symphonies,Manuscript copy,Notated music,1800,1791,parts,
850766074,I-Vc Busta 53.3,850721927,"Sacchini, Antonio",Sinfonia VI Del Sig:r Antonio Sacchini,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,,
850729324,I-Vc Busta 125.18,,Anonymus,Sinfonia Violino Secondo,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,parts,
850730469,I-Vc Busta 93.6,850731339,"Scatena, Padre",Sinfonia.,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,,
850730199,I-Vc Busta 71.20,,"Traetta, Tommaso",sinfonie,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,parts,
850730196,I-Vc Busta 71.19,,,sinfonie,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,parts,
850722613,I-Vc Busta 85.3,850722391,"Basti, Carlo",Sinfonie Del Sig:r Carlo Basti L'anno 1791,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,,
850721046,I-Vc Busta 53.3,850721927,"Galuppi, Baldassare",Sinfonie n:  6 de Vari Autori de l'anno 1769 del Sig:r Buranello | I,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,parts,
850726158,I-Vc Busta 113.3,850729957,Anonymus,Sinfonie n:  Sei,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,,
850730192,I-Vc Busta 71.15,,,Sinfonie Violino | Secondo,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,parts,
850732079,I-Vc Busta 80.4,850732517,"Sereni, Giovanni Battista",Sinfonina Del Sigro Gio Batta Sereni,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,parts,
850724492,I-Vc Busta 111.4,850724920,"Bertoni, Ferdinando",Sinofnia Del Sig:r Ferdinando Bertoni,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,,
850698882,I-Vire 179,,"Dussek, František Josef",Sinphonia | a | Due Violini | Viola | oboe | Corni e | Baso | Del Sig. Francesco Dussett detto Cormundi,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,score,
850812700,I-Gl G. 1. 23.10.,,"Pugnani, Gaetano","Sonata  | Per due Violini, due Oboe, | Corni da caccia, e Basso | Del Sig:r | Gaetano Pugnani | Basso",Symphonies,,,Symphonies,Manuscript copy,Notated music,1780,1760,parts,
850812655,I-Gl G. 1. 23.11.,,"Pugnani, Gaetano","Sonata  | Per due Violini, Oboe, | Corni da caccia, e Basso | Del Sig:r | Gaetano Pugnani | Basso",Symphonies,,,Symphonies,Manuscript copy,Notated music,1780,1760,parts,
850730473,I-Vc Busta 93.6,850731339,"Sarti, Giuseppe",Sonata Del Sarti,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,,
850732400,I-Vc Busta 106.3,850724589,"Sacchini, Antonio",Sonata del Sig:r Sacchini | 6,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,,
850726654,I-Vc Busta 108.2,850726650,"Boroni, Antonio",Terza Sinfonia Del Sig:r Boroni,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,parts,
850731117,I-Vc Busta 93.6,850731339,"Vincenti, Melchiorre de",Traversier Pmo Sinfonia A Due Cori Sig:r Melchiore De Vincenti | Coro 2:do,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,,
850798744,I-Bl [no indication],,"Galeazzi, Francesco","Tre sinfonie concertate per nove parti, cioè due violini, due oboe, due corni da caccia, viola, violoncello",Symphonies,,,Symphonies,Manuscript copy,Notated music,1809,1800,,
850728922,I-Vc Busta 118.3,850726142,"Sarti, Giuseppe",Verona,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,,
850715092,I-Vc Busta 15.15,,"Galuppi, Baldassare",Violino Primo | Sinfonia a 4 | Con Trombe da Caccia | Del Sig:r Baldassare Galuppi d:o Buranello | 1755,Symphonies,,,Symphonies,Manuscript copy,Notated music,1790,1761,parts,
850732614,I-Vc Busta 79.7,,"Pulli, Pietro",Violino Primo | Sinfonia a 4 | Con Trombe da Caccia | Del Sig:r Pietro Pulli,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,parts,
850715090,I-Vc Busta 15.13,,"Galuppi, Baldassare",Violino Primo | Sinfonia del Sig.r Baldassar Galuppi | D:to Buranello in Pado  va 1760,Symphonies,,,Symphonies,Manuscript copy,Notated music,1790,1761,parts,
850733206,I-Vc Busta 89.5,850733201,"Sarti, Giuseppe",,Symphonies,,,Symphonies,Manuscript copy,Notated music,,,,
850799551,I-Bl [no indication],,"Pleyel, Ignace",Serenata o divertimenti concertati da eseguirsi con 2 violini 2 viole 2 corni oboe violonc. e basso scritta dal Sig. J. Pleyel,Symphonies concertantes,,,Symphonies concertantes,Manuscript copy,Notated music,1819,1810,,
850801996,I-Bl [no indication],,"Pleyel, Ignace",Sinfonia concertata del sig. Ignazion Pleyel,Symphonies concertantes,,,Symphonies concertantes,Manuscript copy,Notated music,1829,1820,,
850642717,I-FZc B.VI.13,,"Kreutzer, Rodolphe","Sinfonia, Concertante | a due Violini | del Sig Kreutzer | coll'accompagnamento a grand'orchestra",Symphonies concertantes,,,Symphonies concertantes,Manuscript copy,Notated music,1900,1801,parts,
850795131,I-Bl [no indication],,"Bertocchi, Annibale",T'amerò sempre!. Stornello in chiave di sol,T'amerò sempre,,,Vocal pieces,Autograph manuscript,Notated music,1880,1880,,
850794971,I-Bl [no indication],,"Bertocchi, Annibale",T'amerò sempre. Melodia in chiave di solo con accomp. di piano : op. 45 / di A. Bertocchi,T'amerò sempre,,,Vocal pieces,Autograph manuscript,Notated music,1880,1880,,
850712165,I-Vc Busta 1.1,850712164,"Aprile, Giuseppe",Duetto I. de M: Aprile,T'intendo sì mio core,,,Duets (voc.),Manuscript copy,Notated music,,,score,
850720439,I-Vc Busta 39.2,,"Buzzolla, Antonio","Barcarola a 3 voci, con Coro, ed Orchestra di Antonio Buzzolla",Tace il vento,,,Barcarolles (voc.),Manuscript copy,Notated music,1860,1841,score and parts,
850731140,I-Vire 333,850731136,"Marcello, Benedetto",8.,Tacete amanti,,,Cantatas,Manuscript copy,Notated music,,,score,
850713475,I-Vire 322,850713473,"Händel, Georg Friedrich",Andante.,Tacete ohimè tacete,,,Duets (voc.),Manuscript copy,Notated music,,,score,
850713469,I-Vire 309,,"Generali, Pietro",Scena e duetto | Taci non hai difese | Del Sig.r Pietro Generali | ridotto per Chiarra Francese | Germanico Bernardi,Taci non hai difese,,,Duets (voc.),Manuscript copy,Notated music,,,score,
850715589,I-Vc Busta 43.30,,"Wagenseil, Georg Christoph",Taci Se piu` t'ascolto | S: Gio: Grismo Opa P:ma | Del Sig:r Christoforo Wagenseil,Taci se più t'ascolto,,,Arias (voc.),Manuscript copy,Notated music,,,score,
850626589,I-Bsf M.Martini IV-3@89,850627496,"Martini, Giovanni Battista",Canone à 2 Canti e due Tenori,Taf mont l'oia,,,Canons (voc.),Manuscript copy,Notated music,,,score,
850809406,I-Gl S. 2. 38bis.1,,"Dietrich, Moritz",Talisman | Air Russe | par | M. Dietrich,Talisman,,,Keyboard pieces,Manuscript copy,Notated music,1850,1850,,
850808175,I-Gl C. 3. 22. 10.,850808209,"Rossini, Gioachino",Aria del Sig.r Maestro Gioachino Rossini | nell'Opera: il Tancredi,Tancredi,,,Operas;Arias (voc.),Manuscript copy,Notated music,1840,1820,vocal score,
850808592,I-Gl C. 3. 32. 6.,850808429,"Rossini, Gioachino",Cavatina | Di tanti palpiti | Nell'opera Il Tancredi | Del Sig.re Gioachino Rossini | Coll'accomp.to | Di Piano Forte,Tancredi,,,Operas;Cavatinas,Manuscript copy,Notated music,1820,1814,vocal score,
850800519,I-Bl [no indication],,"Rossini, Gioachino","Cavatina Oh patria! dolce, e ingrata Patria alfine a te ritorno del sig.r Maes.o Gioacchino Rossini",Tancredi,,,Operas;Cavatinas,Manuscript copy,Notated music,1819,1810,,
850800462,I-Bl [no indication],,"Rossini, Gioachino","Cavatina Oh patria? dolce, e ingrata Patria alfine a te ritorno del sig.r Maes.o Gioachino Rossini",Tancredi,,,Operas;Cavatinas,Manuscript copy,Notated music,1819,1810,,
850812125,I-Gl A. 2. 8. 3,850811946,"Rossini, Gioachino","In questo Barbaro | Unitamente alla Cavatina; Di tanti palpiti | Con Accompagnamento di Chitarra, | Par Lasagna, 1814 20. Genaro | Genova",Tancredi,,,Operas;Cavatinas,Manuscript copy,Notated music,1814,1814,vocal score,
850636699,I-FZc A.VII.75,,"Rossini, Gioachino",Nel Tancredi | Oh patria! Dolce ingrata | partia | Cavatina | del M. Gioachino Rossini | ad uso di Evassanti,Tancredi,,,Operas;Cavatinas,Manuscript copy,Notated music,1900,1801,score,
850722015,I-Vc Busta 42.26,850722012,"Rossini, Gioachino",Coro e Cavatina Rossini nel Tancredi Come dolce all'anima,Tancredi,,,Operas;Choruses;Cavatinas,Manuscript copy,Notated music,,,score,
850808414,I-Gl C. 3. 31. 1.,850808485,"Rossini, Gioachino",Ah Se de Mali miei | Duetto | Nell'Opera Il Tancredi | Del Sig.r Gioacchino Rossini | Eseguito In Genova | Il Carnovale del 1814,Tancredi,,,Operas;Duets (voc.),Manuscript copy,Notated music,1814,1814,score,
850800851,I-Bl [no indication],,"Rossini, Gioachino",Duetto Ah se de mali miei del sig. Maestro Rossini,Tancredi,,,Operas;Duets (voc.),Manuscript copy,Notated music,1819,1810,,
850800477,I-Bl [no indication],,"Rossini, Gioachino",Duetto Lasciami non t’ascolto del sig. Maestro Giovacchino Rossini,Tancredi,,,Operas;Duets (voc.),Manuscript copy,Notated music,1824,1824,,
850800827,I-Bl [no indication],,"Rossini, Gioachino",Recitativo e finale scritto dal sig.r M° Rossini nel prim’atto del Tancredi,Tancredi,,,Operas;Finales,Manuscript copy,Notated music,1819,1810,,
850727412,I-Vc Busta 119.15,,"Rossini, Gioachino",Sinfonia | Del Sig:r Gioacchino Rossini | Nel Tancredi | Ridotta per Piano-Forte,Tancredi,,,Operas;Overtures,Manuscript copy,Notated music,,,score,
850800514,I-Bl [no indication],,"Rossini, Gioachino","Nel Tancredi del sig.r M. Rossini Introduzione a Soprano, Tenore, Basso e coro. Particella",Tancredi,,,Operas;Scenes,Manuscript copy,Notated music,1819,1810,,
850800902,I-Bl [no indication],,"Rossini, Gioachino","Scena, cavatina, coro e Rondò Perché turbar la calma nel Tancredi del sig. Maestro Gioacchino Rossini",Tancredi,,,Operas;Scenes,Manuscript copy,Notated music,1819,1810,,
850800852,I-Bl [no indication],,"Rossini, Gioachino","Scena, ed aria Giusto Dio che umile adoro del sig. Gioachino Rossini",Tancredi,,,Operas;Scenes;Arias (voc.),Manuscript copy,Notated music,1817,1817,,
850722014,I-Vc Busta 42.26,850722012,"Rossini, Gioachino",Tancredi,Tancredi,,,Operas;Scenes;Duets (voc.),Manuscript copy,Notated music,,,score,
850722013,I-Vc Busta 42.26,850722012,"Rossini, Gioachino",Tu che accendi | Aria Rossini nel Tancredi e duetto Ah se de' mali | 1812 alla Fenice e Cavatina Come dolce,Tancredi,,,Operas;Vocal pieces,Manuscript copy,Notated music,,,score,
850714025,I-Vc Busta 40.53,,"Buzzolla, Antonio","poesia di Victor Hugo, musica di Antonio Buzzolla",Tante esperance,,,Arias (voc.),Manuscript copy,Notated music,1860,1841,score,
850713596,I-Vc Busta 10.3,850713595,"Ziani, Marc'Antonio",Tanto foco io ti consegno,Tanto foco io ti consegno,,,Arias (voc.),Manuscript copy,Notated music,,,score,
850711988,I-Vc Busta 2.34,850712714,"Carissimi, Giacomo",Dello stesso,Tanto più facili sono a cader,,,Arias (voc.),Manuscript copy,Notated music,,,score,
850640570,I-Bsf M.A.XII.5/7,850640882,Anonymus,Tantum ergo,Tantum ergo,"T (2), org",,Hymns,Manuscript copy,Notated music,1790,1761,1 score,
850640883,I-Bsf M.A.XII.5/1,850640882,Anonymus,Tantum ergo a due Tenori,Tantum ergo,"T (2), org",,Hymns,Manuscript copy,Notated music,1790,1761,1 score,
850733153,I-Vc Busta 76.14,,"Baldan, Angelo",Tantum Ergo | A | Due Voci | Baldan | N.  VI,Tantum ergo,"V (2), bc",,Hymns,Manuscript copy,Notated music,,,1 score,
850640569,I-Bsf M.A.XII.5/6,850640882,Anonymus,Tantum ergo,Tantum ergo,"V (2), org",,Hymns,Manuscript copy,Notated music,1790,1761,1 score,
850640884,I-Bsf M.A.XII.5/2,850640882,Anonymus,Tantum ergo,Tantum ergo,"V (2), org",,Hymns,Manuscript copy,Notated music,1790,1761,1 score,
850675163,I-BARad Ms 45,,"Terziani, Pietro",- Tantum ergo - M.o Terziani,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1940,1911,score,
850641710,I-FZc C.I.28 @8,850641546,"Cicognani, Antonio ",arci carissimo amico D. Luigi Sangiorgi | Ant. Cicognani,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850713937,I-Vc Busta 33.3,850713935,"Furlanetto, Bonaventura",Furlanetto 1794,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850682579,I-BARad Ms 60.1-2,,"Curci, Giuseppe",G. Curci 1874 | Tantum Ergo | per Tenore,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1874,1874,score and parts,
850674650,I-BARad Ms 50,,"Ferrigno, G. ",G. Ferrigno | Tantum Ergo. | per Baritono | Barletta Agosto 1888,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1888,1888,score,
850632772,I-Bsf FC.G.I-9,,"Giordani, Giuseppe",Giordani,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1800,1791,score,
850632929,I-Bsf FC.G.I-11,,"Giordani, Giuseppe",Giordani. Tantum ergo a Sop.no solo con Org.o Obg.o,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1800,1791,score,
850632928,I-Bsf FC.G.I-10,,"Giordani, Giuseppe",Giordani. Tantum ergo a Sop.no solo Con Org.o Oblig.o,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1800,1791,score and part(s),
850632120,I-Bsf FC.A.V.12,,Anonymus,I:M:I,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1790,1761,score and parts,
850627313,I-Bsf M.A.XI.1/2,850627311,Anonymus,II°,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850627314,I-Bsf M.A.XI.1/3,850627311,Anonymus,III°,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850627315,I-Bsf M.A.XI.1/4,850627311,Anonymus,IV°,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850675169,I-BARad Ms 55.1,,"Curci, Giuseppe",M.o: | D.Giuseppe Curci | -Tantum Ergo- | -Per Tenore 1- | Dedicato al Sacerd: Vescia 1878 | In sua vece Sacerdote Battaglia,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1890,1861,score and part(s),
850627311,I-Bsf M.A.XI.1,,,N:8 Tantum Ergo a 4° Voci | 8mo,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1800,1791,score,
850675025,I-BARad Ms 169,,Capocci,Partitura del Tantum Ergo del Capocci 1.° Tenore.,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1940,1911,parts,
850674651,I-BARad Ms 53,,"Trapani, Antonio",Signor Trapani | Tantum Ergo | Solo di Baritono | Musica del Maestro | Trapani,Tantum ergo,,,Hymns,Partial autograph,Notated music,1840,1811,score,
850675736,I-BARad Ms 47.1,,"Mascia, Giuseppe ","Tamtum ergo per Tenore solo | Con piccola Orchestra | Composto dal Dilettante Giuseppe Mascia | All'Ornatissimo Sig.r Canonico D. Emmanuele Cafiero, l'Autore",Tantum ergo,,,Hymns,Possible autograph manuscript,Notated music,1890,1861,score and part(s),
850674652,I-BARad Ms 59,,"Curci, Roberto ",Tantum - Ergo - Solo Tenore Roberto Curci 1875,Tantum ergo,,,Hymns,Autograph manuscript,Notated music,1875,1875,score,
850677046,I-BARad Ms 73@6,850674796,Anonymus,Tantum Erge,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850635937,I-FZc C.I.25 @4,850635933,"Cicognani, Antonio ",Tantum Ergo,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850676223,I-BARad Ms 73@8,850674796,Anonymus,Tantum ergo,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850675171,I-BARad Ms 67@1,850675170,Anonymus,Tantum ergo,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,parts,
850675172,I-BARad Ms 67@2,850675170,Anonymus,Tantum ergo,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,parts,
850675173,I-BARad Ms 67@3,850675170,Anonymus,Tantum ergo,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,parts,
850682397,I-BARad Ms 141.1@3,850682394,Anonymus,Tantum ergo,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,parts,
850682588,I-BARad Ms 106.1-9@2,850682586,Anonymus,Tantum Ergo,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850682589,I-BARad Ms 106.1-9@3,850682586,Anonymus,Tantum Ergo,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850674795,I-BARad Ms 69,,Anonymus,Tantum Ergo,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1940,1911,score,
850674850,I-BARad Ms 42,,Anonymus,Tantum ergo,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1900,1891,score,
850684634,I-BARad Ms 39.1-9,,"Bottazzo, Luigi",Tantum ergo,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1900,1891,parts,
850675170,I-BARad Ms 67,,,Tantum ergo,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1910,1901,parts,
850682388,I-BARad Ms 132.1,,,Tantum ergo,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1940,1911,score and part(s),
850732687,I-Vc busta 71.41,,Anonymus,Tantum ergo ...,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,parts,
850641709,I-FZc C.I.28 @7,850641546,"Cicognani, Antonio ",Tantum ergo (M. Cicognani),Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850636512,I-FZc C.II.20 @2,850636510,"Cicognani, Antonio ",Tantum Ergo | (Duettino) | A Cicognani,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850636515,I-FZc C.II.20 @5,850636510,"Cicognani, Antonio ",Tantum Ergo | (M.A.Cicogani),Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850808197,I-Gl B. 3. 17.,850808095,"Cherubini, Luigi",Tantum Ergo | a | Cinque Voci | N.° 6,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1810,1800,score,
850682568,I-BARad Ms 49.1,,"De Divitiis, Felice",Tantum ergo | a | due voci per 1° e 2° Tenore | del Sig. F. De Divitiis | 1860,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1860,1860,score and part(s),
850714936,I-Vire 153,,"Sumàn, Marc'Antonio",Tantum ergo | a Basso solo con organo obblig:to | di | Marco Antonio Sumar | 1816,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850715126,I-Vire 147,,"Paër, Ferdinando",Tantum ergo | a Basso solo con ripieni | Del Sig.r Ferdinando Per | ad uso dell`abate | Germ:co Bernardi,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score and parts,
850648203,I-Ras MS Mus. 4,,"Aldega, Giovanni",Tantum ergo | a Tenore solo con coro del Sig. M. Aldega | Partitura,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1860,1841,score and parts,
850674793,I-BARad Ms 40.1-3,,"Gissi, Michele",Tantum ergo | a tre voci | con accompagnamento D'Organo | del | Mo Michele Gissi,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1890,1861,score and parts,
850636511,I-FZc C.II.20 @1,850636510,"Cicognani, Antonio ",Tantum ergo | A. Cicognani,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850636007,I-FZc C.VII.53.6,,"Cicognani, Antonio ",Tantum ergo | A.Cicognani,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1900,1801,parts,
850635935,I-FZc C.I.25 @2,850635933,"Cicognani, Antonio ",Tantum ergo | Antonio Cicognani,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850636514,I-FZc C.II.20 @4,850636510,"Cicognani, Antonio ",Tantum ergo | Antonio Cicognani,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850675018,I-BARad Ms 48,,Anonymus,Tantum ergo | assolo di secondo soprano,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1940,1911,score,
850626147,I-Bsf M.Mattei XIV-4,,"Mattei, Stanislao",Tantum ergo | B.Solo | con Strum. | f.S.Mattei | 1802,Tantum ergo,,,Hymns,Autograph manuscript,Notated music,1802,1802,score,
850674794,I-BARad Ms 64,,"L'Arena, Beniamino",Tantum ergo | Con Cori | del | Pre Beniamino L'Arena,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1860,1841,score,
850700564,I-Vire 148,,"Paër, Ferdinando",Tantum ergo | Del Maestro Per,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850682569,I-BARad Ms 56.3,,"Pappalettera, Ettore",Tantum ergo | Ettore Pappalettera f. 13,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1900,1801,score and parts,
850628547,I-Bsf M.F.I.6,,"Facci, Antonio",Tantum ergo | per | Tenore con coro | delSig.r M.o | Antonio Facci,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1810,1801,score and parts,
850674921,I-BARad Ms 44,,"Donizetti, Gaetano",Tantum Ergo | per | Tenore. Nell'Opera Fidelio del M.o | Donizetti,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1890,1861,vocal score,
850714938,I-Vire 155,,"Vescovi, Antonio","Tantum ergo | Per Basso solo, e Ripieni | Del Sig.r M:ro Vescovi",Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850674983,I-BARad Ms 58,,"Donizetti, Gaetano",Tantum ergo | Per organo | Musica | Del Sig Donizetti | Per uso del Can co D. Emanuele Cafiero,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1940,1911,score,
850674984,I-BARad Ms 63,,Anonymus,Tantum ergo | Per sola voce di Basso,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1940,1911,score,
850675739,I-BARad Ms 65.1,,"Guerra, Raffaele",Tantum ergo | per sola voce di Basso | Con accompagnamento di Organo | Musica del Signor Guerra | 1869 | Pel Can.co Stampacchia,Tantum ergo,,,Hymns,Possible autograph manuscript,Notated music,1869,1869,score and part(s),
850636827,I-FZc C.II.18@1,850636826,"Cicognani, Antonio ",Tantum ergo | Per Sopr.Cont.Ten. e Basso | Antonio Cicognani,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850674849,I-BARad Ms 37,,"Gissi, Michele",Tantum Ergo | per Soprano. Composto dal M° Gissi | per le figlie della Carità,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1860,1841,score,
850674851,I-BARad Ms 46,,"Cartoni, Niccolò",Tantum ergo | Per Tenore e Basso del M° Cartoni,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1940,1911,particella,
850715496,I-Vire 129.II,,"Lorenz, Nicola",Tantum ergo | per voce di Basso | con Cori | del Sig:r Nicola Lorenz,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850715495,I-Vire 129,,"Lorenz, Nicola",Tantum ergo | per voce di Basso | con Cori | Del Sig.r Nicola Lorenz,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850682578,I-BARad Ms 51.1,,Anonymus,Tantum Ergo | Per voce di Basso con accompagnamento di Organo per uso del Si Ca. Vi. Stampacchia,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1900,1891,score and part(s),
850676947,I-BARad Ms 57.1,,Anonymus,Tantum Ergo | Per Voce di Tenore | Parte di Organo | Per uso del Sig.r Can.o D. Giacinto Simeone di Giuseppe,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score + parts,
850675737,I-BARad Ms 54,,"Gissi, Michele",Tantum ergo | Per voce sola di Tenore | con | Coro | Del Maestro D. Michele Gissi,Tantum ergo,,,Hymns,Possible autograph manuscript,Notated music,1890,1861,score,
850682567,I-BARad Ms 43,,Anonymus,Tantum ergo | solo di Tenore | con accompagnamento di Organo | canto pugliese,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1940,1911,score and part(s),
850720561,I-Vc Busta 60.2,850720774,"Sarti, Giuseppe",Tantum ergo 2:  D: S: M¢aest | ro Giuseppe Sarti,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,parts,
850723080,I-Vc Busta 60.3,850723303,"Sarti, Giuseppe",Tantum ergo 2:  D: S: M¢aest | ro Giuseppe Sarti,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,parts,
850725601,I-Vc Busta 105.1,850726429,"Sarti, Giuseppe",Tantum ergo 2:o D: S: Mro Giuseppe Sarti,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,parts,
850626146,I-Bsf M.Mattei XIV-3,850628568,"Mattei, Stanislao",Tantum ergo a 2 Cori,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850631973,I-Bsf FC.A.V.11,,Anonymus,Tantum Ergo a 2 Voci,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1790,1761,score and parts,
850719824,I-Vc Busta 66.17,,Todeschi,Tantum ergo a 3. Todeschi,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850626148,I-Bsf M.Mattei XIV-4 bis,,"Mattei, Stanislao",Tantum Ergo a 3.TT.B. | F.S.Mattei,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1824,1824,score and parts,
850715503,I-Vc Busta 37.25,,"Buzzolla, Antonio","Tantum ergo a 4:¢voci con accompagnamento d'Organo obbligato, di Antonio Buzzolla",Tantum ergo,,,Hymns,Manuscript copy,Notated music,1860,1841,score,
850715121,I-Vire 140,,Nazzorin,"Tantum ergo a Basso solo | e Coro a tre voci,con stromenti | da fiato | Mapporin Fecit | 9ebre 1824 | Venezia",Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850626137,I-Bsf FC.B.IV-9,,"Brunetti, Antonio",Tantum ergo a Basso solo Del Sig.r Antonio Brunetti,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1810,1801,score and parts,
850632958,I-Bsf FC.M.II.6,,"Mareggiani, Raimondo",Tantum ergo a due Voci di Fr.Raimondo Mareggiani D.,Tantum ergo,,,Hymns,Manuscript copy,Notated music,1790,1761,score and parts,
850641287,I-FZc C.I.28 @9,850641546,"Cicognani, Antonio ",Tantum ergo a quattro voci Cont. Ten. e Bassi | Antonio Cicognani,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
850732914,I-Vc Busta 71.26,,Anonymus,Tantum ergo A solo Basso di S:  Ma: P:,Tantum ergo,,,Hymns,Manuscript copy,Notated music,,,score,
