SIGNATUR,KOMPONIST,EINORDNUNGSTITEL,300$a,590$b,RISM-ID,INDEX
"","","",8 parts,"","",02
"","","",15 parts,"","",03
"","","",3 parts,"","",04
"","","",2 parts,"","",05
Mus.5729,"Winter, Peter von","Die Musik - V (4), Coro, orch",score: 32f.,"",240005366,01
"","","",19 parts,"","",02
Mus.5721/4,"Winter, Peter von","Das unterbrochene Opferfest - Excerpts; Arr; V (2), pf",short score: 3f.,"",240005367,01
Mus.14177,"Winter, Peter von","Das unterbrochene Opferfest - Excerpts; orch, stck; HenW 8",23 parts,"",240005368,01
"","","",3 parts,"","",02
Mus.5723,"Winter, Peter von","Das unterbrochene Opferfest - Excerpts; V (5), orch",score: 24f.,"",240005369,01
Mus.5724,"Winter, Peter von","Das unterbrochene Opferfest - Excerpts; V (6), Coro, orch",score: 16f.,"",240005370,01
"","","",30 parts,"","",02
Mus.79,"Winter, Peter von","Das unterbrochene Opferfest - Excerpts; B (3), orch",score: 7f.,"",240005371,01
"","","",13 parts,"","",02
Mus.5657,"Winter, Peter von","Das Röschen - V, pf",1 part,2f.,240005372,01
Mus.5737/13,"Winter, Peter von","Der Sänger und der Schneider - V (4), orch",score: 42f.,"",240005373,01
Mus.5735,"Winter, Peter von",Symphonies,14 parts,"4, 4, 6, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2f.",240005374,01
Mus.5740,"Witt, Friedrich","Die Auferstehung Jesu - V (4), Coro, orch, timp",score: 72f.,"",240005375,01
Mus.5743,"Witt, Friedrich","Concertos - vlc, orch",6 parts,"5, 5, 3, 3, 3, 2f.",240005376,01
Mus.5742,"Witt, Friedrich",Symphonies - orch; FisW 15,15 parts,"4, 5, 4, 4, 4, 2, 3, 3, 3, 3, 2, 2, 1, 1, 1f.",240005377,01
"","","",1 part,6f.,"",02
Mus.5746/1a,"Woschitka, Franz Xaver","Quartets - vl (2), vla, vlc",4 parts,"4, 2, 2, 4f.",240005378,01
Mus.5746/1c,"Woschitka, Franz Xaver","Quartets - vl (2), vla, vlc",4 parts,"4, 2, 2, 4f.",240005379,01
Mus.5746/1d,"Woschitka, Franz Xaver","Quartets - vl (2), vla, vlc",4 parts,"2, 2, 2, 2f.",240005380,01
Mus.5746/1e,"Woschitka, Franz Xaver","Quartets - vl (2), vla, vlc",4 parts,"4, 2, 2, 4f.",240005381,01
Mus.5746/1f,"Woschitka, Franz Xaver","Quartets - vl (2), vla, vlc",4 parts,"2, 2, 2, 2f.",240005382,01
Mus.5746/1b,"Woschitka, Franz Xaver","Quartets - vl (2), vla, vlc",4 parts,"4, 2, 2, 4f.",240005383,01
Mus.5750,"Wolf, Ernst Wilhelm","Die letzten Stunden des leidenden Erlösers am K... - V (4), Coro, orch, bc",score: 154f.,"",240005384,01
"","","",16 parts,"","",02
"","","",8 parts,"","",03
Mus.5768,"Wolf, Adolph Friedrich","Concertos - fag, orch",score (incpl): 8f.,"",240005385,01
Mus.5766/5,"Wolf, Ernst Wilhelm","Concertos - clav, orch",9 parts,"8, 2, 2, 2, 2, 1, 1, 1, 1f.",240005386,01
Mus.5749,"Wolf, Ernst Wilhelm","Die Erscheinungen Jesu - V (8), Coro, orch, bc",score: 113f.,"",240005387,01
"","","",29 parts,"","",02
Mus.5752,"Wolf, Ernst Wilhelm","Jesus in Gethsemane - V (5), Coro, orch, bc",score: 94f.,"",240005388,01
"","","",24 parts,"","",02
Mus.5766/4,"Wolf, Ernst Wilhelm",Ich dachte möchte ich bis morgen leben - Coro (2),score: 5f.,"",240005389,01
"","","",12 parts,"2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1f.","",02
Mus.5765,"Wolf, Ernst Wilhelm","Partitas - strings, winds, cemb",12 parts,"4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4f.",240005390,01
Mus.5765a,"Wolf, Ernst Wilhelm","Partitas - strings, winds, cemb",11 parts,"2, 2, 2, 4, 2, 2, 2, 1, 1, 4, 4f.",240005391,01
Mus.5766/2,"Wolf, Ernst Wilhelm","Jesu deine Passion will ich jetzt bedenken - V (4), Coro, orch, bc",score: 58f.,"",240005392,01
Mus.5766/3,"Wolf, Ernst Wilhelm","Die letzten Stunden des leidenden Erlösers am K... - V (X), Coro, orch, timp",13 parts,"",240005393,01
"","","",1 part,"","",02
Mus.5763,"Wolf, Ernst Wilhelm",Symphonies,10 parts,"4, 4, 4, 4, 4, 4, 2, 2, 2, 1f.",240005394,01
Mus.5764,"Wolf, Ernst Wilhelm",Symphonies,10 parts,"4, 4, 4, 4, 4, 4, 4, 4, 2, 2f.",240005395,01
Mus.5755,"Wolf, Ernst Wilhelm",Symphonies,10 parts,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2f.",240005396,01
Mus.5756,"Wolf, Ernst Wilhelm",Symphonies,score: 8f.,"",240005397,01
"","","",7 parts,"2, 2, 2, 2, 2, 2, 2f.","",02
Mus.5761,"Wolf, Adolph Friedrich",Symphonies,15 parts,"4, 4, 4, 4, 4, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1f.",240005398,01
Mus.5760,"Wolf, Ernst Wilhelm",Symphonies,12 parts,"4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2f.",240005399,01
"","","",1 part,4f.,"",02
Mus.5762,"Wolf, Ernst Wilhelm",Symphonies,14 parts,"4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2f.",240005400,01
Mus.5759,"Wolf, Ernst Wilhelm",Symphonies,10 parts,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4f.",240005401,01
Mus.5757,"Wolf, Ernst Wilhelm",Symphonies,9 parts,"2, 2, 2, 2, 2, 2, 2, 1, 1f.",240005402,01
Mus.5758,"Wolf, Ernst Wilhelm",Symphonies,9 parts,"4, 4, 4, 2, 2, 2, 2, 2, 2f.",240005403,01
Mus.5766/6,Collection,6 Sonatas - pf,score: 12f.,"",240005404,01
Mus.5773,Woralek,"Palinodia a Nice - V, cemb","2 scores (2x): 4, 4f.","",240005411,01
Mus.5794,"Zachariä, Justus Friedrich Wilhelm","Mi lagnerò tacendo - S, strings",1 part,2f.,240005412,01
"","","",4 parts,"2, 2, 2, 2f.","",02
Mus.5795,"Zachariä, Justus Friedrich Wilhelm","Può ben farmi l'empio fato - S, strings, bc",1 part,2f.,240005413,01
"","","",4 parts,"2, 2, 2, 2f.","",02
Mus.5796,"Zachariä, Justus Friedrich Wilhelm","Si desta nel petto - S, strings, bc",4 parts,"2, 2, 1, 1f.",240005414,01
Mus.5793,"Zachariä, Justus Friedrich Wilhelm","Un tenero pensiero mi parla al cor - S, strings",1 part,2f.,240005415,01
"","","",4 parts,"2, 2, 2, 2f.","",02
Mus.5797,"Zachariä, Justus Friedrich Wilhelm","Senza l'amabile dio di Citera - S (2), strings",2 parts,"2, 2f.",240005416,01
"","","",3 parts,"2, 2, 1f.","",02
Mus.5801,Zaniboni,Sonatas - mandoline,score: 4f.,"",240005417,01
Mus.5799,Zaniboni,Sonatas - mandoline,score: 4f.,"",240005418,01
Mus.5800,Zaniboni,Sonatas - mandoline,score: 4f.,"",240005419,01
Mus.5807A,"Zeller, Georg Bernhard Leopold",Symphonies,10 parts,"2, 2, 2, 2, 2, 2, 2, 2, 1, 1f.",240005420,01
Mus.5811,"Zimmermann, Anton","Andromeda und Perseus - Sprechstimme (4), orch; MúdZi V/1:1",score: 140f.,"",240005421,01
Mus.5817,"Zimmermann, Anton","Concertos - cb, orch; MúdZi I/2:D2",score: 16f.,"",240005422,01
"","","",score: 16f.,"","",02
"","","",10 parts,"8, 6, 6, 6, 5, 3, 3, 3, 3, 3f.","",03
"","","",1 part,5f.,"",04
Mus.5813,"Zimmermann, Anton",Symphonies - BioZ C4,8 parts,"4, 4, 3, 4, 4, 2, 2, 2f.",240005423,01
"","","",1 part,4f.,"",02
Mus.5812,"Zimmermann, Anton",Symphonies - BioZ D4,13 parts,"4, 4, 3, 4, 3, 3, 3, 3, 2, 3, 2, 2, 1f.",240005424,01
Mus.5814,"Zimmermann, Anton",Symphonies - BioZ E|b2,12 parts,"4, 4, 3, 3, 2, 2, 2,, 1, 1, 2f.",240005425,01
Mus.5816,"Zimmermann, Anton",Symphonies - BioZ F3,11 parts,"5, 5, 2, 5, 1, 5, 4, 3, 1, 3, 3f.",240005426,01
Mus.5815,"Zimmermann, Anton",Symphonies - BioZ B|b1,15 parts,"5, 5, 4, 1, 5, 5, 3, 3, 3, 3, 2, 2, 2, 2, 1f.",240005427,01
Mus.5836,"Zinck, Benedix Friedrich","Hin an dein Kreuz zu treten - V (4), Coro, orch",18 parts,"",240005428,01
Mus.5821,"Zinck, Benedix Friedrich","Lobe den Herrn meine Seele und was in mir ist - V (4), Coro, orch, bc",score: 55f.,"",240005429,01
Mus.5826,"Zinck, Benedix Friedrich",Symphonies,12 parts,"3, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1f.",240005430,01
"","","",1 part,4f.,"",02
Mus.5829,"Zinck, Benedix Friedrich",Symphonies,15 parts,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1f.",240005431,01
"","","",1 part,2f.,"",02
"","","",1 part,2f.,"",03
Mus.5832,"Zinck, Benedix Friedrich",Symphonies,6 parts,"4, 4, 4, 3, 3, 3",240005432,01
"","","",8 parts,"2, 1, 2, 1, 1, 1, 1, 1f.","",02
Mus.5823,"Zinck, Benedix Friedrich",Symphonies,12 parts,"2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1f.",240005433,01
"","","",5 parts,"2, 2, 2, 2, 2f.","",02
Mus.5834,"Zinck, Benedix Friedrich",Symphonies,10 parts,"2, 2, 3, 2, 4, 2, 2, 2, 2, 2f.",240005434,01
Mus.5824,"Zinck, Benedix Friedrich",Symphonies,15 parts,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1f.",240005435,01
Mus.5837,"Zinck, Benedix Friedrich",Symphonies,10 parts,"4, 4, 4, 4, 4, 4, 3, 3, 2, 2f.",240005436,01
Mus.5825,"Zinck, Benedix Friedrich",Symphonies,14 parts,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1f.",240005437,01
Mus.5835,"Zinck, Benedix Friedrich",Symphonies,1 part,4f.,240005438,01
"","","",9 parts,"5, 5, 5, 5, 5, 3, 2, 2, 2f.","",02
Mus.5830,"Zinck, Benedix Friedrich",Symphonies,14 parts,"4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2f.",240005439,01
Mus.5822,"Zinck, Benedix Friedrich",Symphonies,13 parts,"2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1f.",240005440,01
Mus.5827,"Zinck, Benedix Friedrich",Symphonies,12 parts,"2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1f.",240005441,01
"","","",1 part,2f.,"",02
Mus.5828,"Zinck, Benedix Friedrich",Symphonies,10 parts,"2, 2, 2, 3, 2, 2, 2, 2, 1, 1f.",240005442,01
Mus.5833,"Zinck, Benedix Friedrich",Symphonies,10 parts,"4, 4, 4, 4, 2, 3, 2, 2, 2, 2f.",240005443,01
Mus.5831,"Zinck, Benedix Friedrich",Symphonies,14 parts,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2f.",240005444,01
Mus.5845,"Zinck, Hardenack Otto Conrad","Ew'ger Sohn erhaltner Segen - S, strings, fl (2)",8 parts,"4, 2, 2, 2, 2, 2, 1, 1f.",240005445,01
Mus.5838,"Zinck, Hardenack Otto Conrad","Empfindungen eines Mecklenburgers bei der Gebur... - S, orch, bc",score: 18f.,"",240005446,01
Mus.5842,"Zinck, Hardenack Otto Conrad","Halleluja gelobet sei des Herrn Name - V (4), Coro, orch",19 parts,"",240005447,01
"","","",2 parts,"","",02
"","","",1 part,"","",03
Mus.607,Anonymus,Cantatas,1 part,2f.,240005448,01
Mus.5846,"Zinck, Hardenack Otto Conrad","Sonatas - cemb, vl",2 parts,"4, 2f.",240005449,01
Mus.5841,"Zinck, Hardenack Otto Conrad","O Lamm Gottes im Staube - V (2), Coro, orch",score: 8f.,"",240005450,01
"","","",16 parts,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1f.","",02
Mus.5847,"Zinck, Hardenack Otto Conrad","Sonatas - cemb, vl, vlc",3 parts,"4, 2, 1f.",240005451,01
Mus.5839,"Zinck, Hardenack Otto Conrad","Das Weltgericht - V (4), Coro, orch",5 parts,"",240005452,01
"","","",4 parts,"","",02
"","","",15 parts,"","",03
Mus.5851/4,"Zingarelli, Niccolò Antonio","Alzira - Excerpts; S, orch",score: 24f.,"",240005453,01
Mus.5853,"Zingarelli, Niccolò Antonio","Berenice regina d'Armenia - Excerpts; S (3), Coro, orch",score: 28f.,"",240005454,01
Mus.5851/1,"Zingarelli, Niccolò Antonio","Gerusalemme distrutta - Excerpts; T, orch",score: 22f.,"",240005455,01
"","","",13 parts,"4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1f.","",02
Mus.5851/5,"Zingarelli, Niccolò Antonio","Gerusalemme distrutta - Excerpts; S (2), orch",score: 35f.,"",240005456,01
"","","",11 parts,"5, 5, 2, 2, 2, 2, 1, 1, 1, 1, 1f.","",02
Mus.5856,"Zingarelli, Niccolò Antonio","Gerusalemme distrutta - Excerpts; V (3), orch",score: 40f.,"",240005457,01
"","","",6 parts,"3, 3, 3, 1, 1, 2f.","",02
Mus.5851/2,"Zingarelli, Niccolò Antonio","La vendetta giurata - V (2), vl (2), b",score: 44f.,"",240005458,01
Mus.5852,"Zingarelli, Niccolò Antonio","Giulietta e Romeo - Excerpts; S (2), orch",score: 14f.,"",240005459,01
"","","",11 parts,"3, 3, 2, 2, 1, 2, 1, 1, 1, 1, 1f.","",02
Mus.5855,"Crescentini, Girolamo","Ombra adorata aspetta - S, orch",score: 12f.,"",240005460,01
"","","",12 parts,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1f.","",02
Mus.5851/3,"Zingarelli, Niccolò Antonio","Gerusalemme distrutta - Excerpts; S, Coro, orch",score: 43f.,"",240005461,01
Mus.5859,"Zonca, Giuseppe","Così per folla selva ò in antro oscuro - S, orch",score: 12f.,"",240005462,01
Mus.5862,"Zoppis, Francesco","Il sacrificio d'Abramo - Excerpts; Arr; V, pf",short score: 4f.,"",240005463,01
Mus.2985,Collection,"2 Arias - S, orch",score: 14f.,"",240005464,01
Mus.5860,"Zoppis, Francesco","Il sacrificio d'Abramo - V (6), Coro, orch","score (2vol.): 60, 76f.","",240005467,01
"","","",11 parts,"","",02
Mus.5863,"Zoppis, Francesco","Il Vologeso - Excerpts; Arr; S, pf",short score: 6f.,"",240005468,01
Mus.5861,"Zoppis, Francesco","Il Vologeso - Excerpts; V (2), orch, bc",score: 10f.,"",240005469,01
"","","",6 parts,"6, 4, 4, 4, 2, 1f.","",02
Mus.5861,"Zoppis, Francesco","Il Vologeso - Excerpts; V (2), orch, bc",score: 22f.,"",240005470,01
"","","",9 parts,"8, 8, 6, 4, 4, 4, 2, 4, 1f.","",02
Mus.5864A,"Zuccari, Carlo","Sonatas - vl, b",score: 4f.,"",240005471,01
Nr.6 in Mus.3399/7,"Zumsteeg, Johann Rudolf","Die Entführung - V, pf; LanZ C7.3",1 part,18f.,240005472,01
Mus.5869/21,"Zumsteeg, Johann Rudolf",Die Jungfrau von Orleans - Excerpts; Arr; pf,1 part,1f.,240005473,01
Mus.5810A,"Zyka, Joseph","Das Fest des Daphnis und der Daphne - V (2), orch",score: 44f.,"",240005474,01
"","","",2 parts,"","",02
"","","",13 parts,"4, 4, 3, 3, 4, 3, 3, 2, 2, 3, 3, 2, 2f.","",03
Mus.102,Collection,14 Canons,score: 4f.,"",240005475,01
Mus.186g,Collection,"8 Canzonettas - V, guit",score: 4f.,"",240005490,01
Mus.4718b,Collection,42 Arias,score: 74f.,"",240005500,01
Mus.4718a,Collection,"34 Vocal pieces - S, bc",score: 80f.,"",240005544,01
Mus.119a,Collection,2 Vocal pieces,score: 2f.,"",240005579,01
Mus.119b,Collection,2 Vocal pieces,score: 2f.,"",240005582,01
Mus.192,Collection,"3 Vocal pieces - V, guit",score: 4f.,"",240005585,01
Mus.180,Collection,13 Pieces,score: 16f.,"",240005589,01
Mus.110a-d,Collection,4 Vocal pieces,score: 4f.,"",240005603,01
Mus.4720,Collection,52 Arias,score: 360p.,"",240005608,01
"","","",5 parts,"6, 5, 4, 6, 6f.","",02
Mus.4721,Collection,99 Vocal pieces,6 parts,"65, 67, 39, 43, 57, 15f.",240005661,01
Mus.5534,Collection,24 Arias,score: 94f.,"",240005761,01
Mus.179,"Blaise, Adolphe-Benoît","Annette et Lubin - Excerpts; S, b",score: f.2r-3v,"",240005786,01
Mus.179,"Monsigny, Pierre-Alexandre","Le Roi et le fermier - Excerpts; S, b",score: f.1,"",240005787,01
Mus.185,Collection,10 Arias,3 parts,"6, 2, 4f.",240005788,01
Mus.185,"Orlandini, Giuseppe Maria","Arsace - Excerpts; S, bc",2 parts,"",240005790,01
Mus.185,"Orlandini, Giuseppe Maria","Arsace - Excerpts; S, bc",2 parts,"",240005798,01
Mus.3869/3,Collection,2 Operas - Excerpts; Arr,score: 14f.,"",240005799,01
Mus.177,Collection,"2 Vocal pieces - V, pf",short score: 12f.,"",240005805,01
Mus.477,Collection,"4 Operas - Excerpts; Arr; fl, bc",score: 24f.,"",240005808,01
Mus.2037,Collection,6 Vocal pieces,score: 8f.,"",240005821,01
Mus.2479,Collection,48 Arias,short score: 90f.,"",240005828,01
Mus.2479,"Orlandini, Giuseppe Maria","Arsace - Excerpts; Arr; V, pf",short score: f.1v-2v,"",240005830,01
Mus.2479,"Orlandini, Giuseppe Maria","Arsace - Excerpts; Arr; V, pf",short score: f.3r-4v,"",240005831,01
Mus.2479,"Keiser, Reinhard","Fredegunda - Excerpts; Arr; V, pf",short score: f.48r-49r,"",240005860,01
Mus.2407,Anonymus,"Polifemo - Excerpts; Arr; V, pf",short score: f.65v-67v,"",240005868,01
Mus.3078,Collection,20 Arias,short score: 18f.,"",240005878,01
Mus.3626,Collection,2 Operas - Excerpts,score: 34f.,"",240005899,01
"","","",17 parts,"","",02
Mus.4167,Collection,4 Arias,score: 22f.,"",240005902,01
"","","",11 parts,"2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1f.","",02
Mus.4182/1,Collection,2 Duets,3 parts,"2, 2, 2f.",240005907,01
Mus.4676A,"Westenholz, Carl August Friedrich",Sacred songs - V,score: 15f.,"",240005910,01
"","","",1 part,15f.,"",02
Mus.4709a,Collection,"4 Vocal pieces - V, pf",short score: 11f.,"",240005911,01
Mus.4716,Collection,40 Arias,5 parts,"38, 39, 25, 25, 33f.",240005916,01
Mus.4725,Collection,73 Vocal pieces,1 part,168p.,240005984,01
Mus.4737,Collection,6 Vocal pieces,short score: 24f.,"",240006058,01
Mus.4744,Collection,10 Vocal pieces,score: 197f.,"",240006065,01
Mus.4745,Collection,12 Vocal pieces,score: 156f.,"",240006076,01
Mus.4746,Collection,31 Pieces,short score: 60f.,"",240006089,01
Mus. 4746,"Mozart, Wolfgang Amadeus","Don Giovanni - Excerpts; Arr; V, pf; KV 527/22",short score: f.3v-8r,"",240006092,01
Mus.4747,Collection,"16 Lieder - V, pf",1 part,10f.,240006121,01
Mus.4748,Collection,"10 Lieder - V, pf",1 part,12f.,240006138,01
"Mus.4749a, b",Collection,10 Songs,1 part,13p.,240006149,01
"","","",1 part,6f.,"",02
Mus.4758C/11,Collection,86 Pieces,1 part,95f.,240006160,01
Mus.4784,Collection,"2 Arias - V, strings, ob",5 parts,"2f., 2, 2, 2, 2f.",240006247,01
"","","",1 part,2f.,"",02
Mus.5411,Collection,9 Arias,score: 94f.,"",240006250,01
Mus.5667,Collection,15 Pieces,score: 18f.,"",240006260,01
Mus.605,Collection,"26 Fugues - vl (2), vla, b",4 parts,"26, 26, 26, 20f.",240006276,01
Mus.5363/3,Collection,24 Anglaises - pf,1 part,p.34-81,240006304,01
Mus.5872/4A,Anonymus,"Concertos - Sketches; vlc, orch",1 part,10f.,240006330,01
Mus.471,Collection,13 Duets - vl (2),2 parts,"8, 8f.",240006331,01
Mus.548/3,Collection,"5 Marches - ob (2), cl (2), cor (2)",6 parts,"1, 1, 1, 1, 1, 1f.",240006346,01
Mus.5363/a,Collection,13 Anglaises,1 part,8f.,240006352,01
Mus.5363/4,Collection,Dances - i,1 part,96f.,240006366,01
Mus.5128/2,Collection,6 Keyboard pieces - org,1 part,8f.,240006443,01
Mus.4889 K,Collection,11 Pieces,1 part,12f.,240006450,01
Mus.4739,Collection,Dances,5 parts,"9, 9, 8, 2, 2f.",240006462,01
Mus.479,Collection,"3 Sonatas - vl, vlc",2 parts,"7, 6f.",240006508,01
Mus.4390,Collection,6 Keyboard pieces - keyb,1 part,6f.,240006512,01
Mus.635/58,Collection,9 Keyboard pieces - cemb,1 part,5f.,240006519,01
Mus.1199/3,"Benda, Georg",Sonatas - Excerpts; cemb; LorB 696/2,1 part,f.1,240006529,01
Mus.1199/3,"Fils, Anton","Sonatas - Excerpts; cemb, vl, b; FuhM 13.5",1 part,f.1v,240006530,01
Mus.2518,Collection,2 Sonatas,score: 8f.,"",240006531,01
Mus.4052,Collection,14 Keyboard pieces - cemb,1 part,8f.,240006534,01
Mus.4459,Collection,"10 Ricercares - Arr; vl (2), vla, b",4 parts,"10, 10, 10, 10f.",240006549,01
Mus.2288,Collection,8 Instrumental pieces - winds,10 parts,"12, 12, 15, 14, 12, 11, 7, 10, 8, 7f.",240006560,01
Mus.2074,Collection,"19 Arias - S, mandoline",1 part,23f.,240006569,01
Mus.3284,Collection,6 Marches,score: 10f.,"",240006589,01
Mus.945/16,Collection,3 Sonatas - pf,1 part,11f.,240006596,01
Mus.621,Collection,20 Dances - keyb,1 part,6f.,240006600,01
Mus.1544,Collection,61 Instrumental pieces,score: 49f.,"",240006621,01
Mus.587,Collection,20 Instrumental pieces,score: 40f.,"",240006699,01
Mus.618,Collection,41 Keyboard pieces - pf,1 part,41f.,240006720,01
Mus.2074,Collection,19 Arias - Arr; vl (2),2 parts,"6, 6f.",240006762,01
Mus.1765,Collection,"68 Pieces - ob, fag",2 parts,"18, 17f.",240006782,01
Mus.619,Collection,116 Keyboard pieces - cemb,1 part,107f.,240006851,01
Mus.640,Anonymus,Dances - lute,1 parts: 51f.,"",240006968,01
Mus.59,Compilations,"Operas - Excerpts; V (2), orch",13 parts,"2, 4, 5, 5, 5, 9, 5, 5, 2, 3, 3, 2, 1f.",240006971,01
Mus.64,Anonymus,"Alminde - Arr; Sprechstimme, pf",short score: 11f.,"",240006972,01
Mus.86,"Hertel, Johann Wilhelm","Die du die trübe Nacht verklärst - S, strings, fl (2); DieH p.95",6 parts,"6, 4, 4, 4, 1, 1f.",240006973,01
Mus.19,Anonymus,"Er kömmt er ist schon da - S, cemb",1 part,9f.,240006974,01
Mus.63,Anonymus,"Ihr schön verflossnen Stunden - S (2), orch",score: 52f.,"",240006975,01
Mus.18,"Kunzen, Adolph Carl","Ihr Völker heiligt eure Töne - V (4), orch, cemb",13 parts,"9, 6, 6, 5, 7, 7, 11, 3, 3, 3, 3, 2, 2f.",240006976,01
"","","",3 parts,"10, 7, 12f.","",02
"","","",2 parts,"8, 6f.","",03
Mus.21,"Bach, Johann Michael","Welch eine feierliche Stille - S (4), Coro, orch; SchBBB deest",18 parts,"4, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1f.",240006977,01
Mus.84,"Perlberg, Johann Christoph","Wollen wir nicht eins musizieren - B, strings",score: 4f.,"",240006978,01
"","","",1 part,2f.,"",02
"","","",3 parts,"1, 1, 2f.","",03
Mus.187,Anonymus,Sei o schönstes Licht gegrüßet - V (4),score: 2f.,"",240006979,01
Mus.2818/6,Anonymus,"Das Grab des Mufti - Excerpts; V (4), Coro maschile, orch",score: 88f.,"",240006980,01
"","","",41 parts,"19, 21, 19, 9, 7, 9, 9, 9, 9, 10, 9, 9, 9, 9, 9, 31, 31, 30, 30, 29, 27, 33, 32, 23, 18, 21, 20, 23, 21, 23, 22, 18, 18, 16, 16, 12, 12, 5, 5, 5, 10f.","",02
Mus.53,"Nicolini, Giuseppe","Harlechino in schiave - vl (2), fl (2), b",score: 2f.,"",240006981,01
"","","",5 parts,"2, 2, 2, 2, 2f.","",02
Mus.51,Anonymus,Macbeth,score: 16f.,"",240006982,01
Mus.105,Anonymus,"Hand in Hand den Tanz zu schweben - V (4), orch, timp",14 parts,"1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1f.",240006983,01
Mus.49,"Pollarolo, Carlo Francesco",Tito Manlio - TerP A.80,score: 73f.,"",240006984,01
Mus.1352,"Braun, Wilhelm","Gott segne Friedrich Franz - V (4), orch","score: 1f., 63p.","",240006985,01
Mus.1351,"Braun, Wilhelm","Festlich schalle dieses Tages Jubel - V (4), Coro, orch","score: 1f., 79p.","",240006986,01
"","","",60 parts,"9, 5, 5, 6, 5, 5, 5, 8, 5, 5, 5, 5, 7, 5, 5, 5, 5, 5, 5, 5, 6, 5, 4, 4, 4, 4, 4, 3, 3, 3, 1, 4, 3, 3, 3, 1, 4, 4, 1, 1, 1, 1, 1, 3, 1, 3, 1, 3, 1, 3, 1, 2, 2, 2, 3, 1, 1, 1, 1, 1f.","",02
"","","","score: 41p., 2f.","","",03
Mus.5872/8,"Reuling, Ludwig Wilhelm","Der Weiberfeind - Excerpts; Arr; S (3), pf",short score: 6f.,"",240006987,01
Mus.5464,Compilations,Der Zinngießer,score: 54f.,"",240006988,01
"","","",26 parts,"3, 4, 2, 1, 2, 1, 1, 10, 5, 6, 9, 8, 8, 6, 9, 4, 4, 5, 4, 4, 3, 6, 6, 1, 1, 1f.","",02
Mus.2493/2,Collection,5 Operas - Excerpts,20 parts,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1f.",240006989,01
"","","",10 parts,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2f.","",02
Mus.4813,Collection,12 Vocal pieces,score: 66f.,"",240007011,01
Mus.183,Collection,6 Arias,7 parts,"3, 1, 6, 6, 4, 4, 2f.",240007024,01
Mus.165,Collection,2 Oratorios - Excerpts,1 part,16f.,240007031,01
Mus.165,Collection,"2 Operas - Excerpts; V, strings",1 part,2f.,240007036,01
"","","",4 parts,"2, 2, 2, 2f.","",02
Mus.151,Collection,2 Arias,5 parts,"2, 2, 2, 1, 1f.",240007039,01
"Mus.153a, b",Collection,"Artaserse - Excerpts; S, orch",score: 8f.,"",240007042,01
"","","",8 parts,"2, 2, 2, 2, 2, 2, 1, 1f.","",02
Mus.150,Collection,2 Arias,score: 10f.,"",240007045,01
"","","",6 parts,"2, 2, 2, 2, 1, 1f.","",02
Mus.138,Collection,"2 Arias - B, strings, cemb",1 part,1f.,240007048,01
"","","",4 parts,"1, 1, 1, 1f.","",02
Mus.89a,"Cimarosa, Domenico","L'impresario in angustie - Excerpts; V, strings",4 parts,"2, 2, 1, 1f.",240007051,01
Mus.89b,"Ottani, Bernardo",Ho perduto il mio cervello,2 parts,"2, 2f.",240007052,01
Mus.89c,"Paisiello, Giovanni","Cavatinas - V, strings",4 parts,"1, 1, 1, 1f.",240007053,01
Mus.549,Anonymus,"Arias - V, vl (2), bc",3 parts,"1, 1, 2f.",240007054,01
Mus.604c,"Bertoni, Ferdinando",La verginella come la rosa,4 parts,"1, 1, 1, 1f.",240007055,01
