ID,588,Holdings
"<a href=""https://muscat.rism.info/admin/sources/1001201422"">1001201422</a>",Pl-Wtm.1583 śp 7948,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201489"">1001201489</a>",Pl-Wtm.1584 śp 7949,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201495"">1001201495</a>",Pl-Wtm.1586 śp 7951,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201496"">1001201496</a>",Pl-Wtm.1587 śp 7952,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201505"">1001201505</a>",Pl-Wtm.1588 śp 7953,PL-Wtm; PL-Wmt
"<a href=""https://muscat.rism.info/admin/sources/1001201506"">1001201506</a>",Pl-Wtm.1589 śp 7954,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201508"">1001201508</a>",Pl-Wtm.1590 śp 7955,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201529"">1001201529</a>",Pl-Wtm 1720M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201761"">1001201761</a>",Pl-Wtm.1591 śp 7956,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201881"">1001201881</a>",Pl-Wtm.1592 śp 7957,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201884"">1001201884</a>",Pl-Wtm.1593 śp 7958,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201890"">1001201890</a>",Pl-Wtm.1594 śp 7959,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201892"">1001201892</a>",Pl-Wtm.1595 śp 7960,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201897"">1001201897</a>",Pl-Wtm.1597 śp 7962,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201899"">1001201899</a>",Pl-Wtm.1598 śp 7963,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201904"">1001201904</a>",Pl-Wtm.1599 śp 7964,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201907"">1001201907</a>",Pl-Wtm.1600 śp 7965,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201912"">1001201912</a>",Pl-Wtm.1601 śp 7966,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201966"">1001201966</a>",Pl-Wtm.1602 śp 7967,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201967"">1001201967</a>",Pl-Wtm.1605 śp 8081,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201968"">1001201968</a>",Pl-Wtm.1608 śp 8104,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201970"">1001201970</a>",Pl-Wtm.1618 śp 8136,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201971"">1001201971</a>",Pl-Wtm.1620 śp 8138,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201972"">1001201972</a>",Pl-Wtm.1622 śp 8140,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201974"">1001201974</a>",Pl-Wtm.1632 śp 8282,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201976"">1001201976</a>",Pl-Wtm.1757 śp 9925,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201977"">1001201977</a>",Pl-Wtm.1759 śp 9954,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201978"">1001201978</a>",Pl-Wtm.1768 śp 10005,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201979"">1001201979</a>",Pl-Wtm.1776 śp 10013,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201981"">1001201981</a>",Pl-Wtm.1778 śp 10015,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201982"">1001201982</a>",Pl-Wtm.1779 śp 10016,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201987"">1001201987</a>",Pl-Wtm.1780 śp 10017,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201988"">1001201988</a>",Pl-Wtm.1786 śp 10029,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201989"">1001201989</a>",Pl-Wtm.1790 śp 10033,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201990"">1001201990</a>",Pl-Wtm.1794 śp 10037,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201991"">1001201991</a>",Pl-Wtm.1795 śp 10042,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201992"">1001201992</a>",Pl-Wtm.1798 śp 10080,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201993"">1001201993</a>",Pl-Wtm.2180 śp 10790,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201994"">1001201994</a>",Pl-Wtm.2179 śp 10789,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201995"">1001201995</a>",Pl-Wtm.2178 śp 10788,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201996"">1001201996</a>",Pl-Wtm.2176 śp 10787,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201997"">1001201997</a>",Pl-Wtm.2169 śp 10774,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201998"">1001201998</a>",Pl-Wtm.2000 śp 10382,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001201999"">1001201999</a>",Pl-Wtm.2199 śp 10912,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001202558"">1001202558</a>",Pl-Wtm 1770M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001202568"">1001202568</a>",Pl-Wtm 1769M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001202935"">1001202935</a>",Pl-Wtm 1173 śp 6394,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001203000"">1001203000</a>",Pl-Wtm 1258 śp 6825,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001203862"">1001203862</a>",PL-Wnifc 13926,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001204242"">1001204242</a>",Pl-Wtm2196 śp 10909,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001204266"">1001204266</a>",Pl-Wtm 1231-3M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001204308"">1001204308</a>",Pl-Wtm.2195 śp 10908,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001204319"">1001204319</a>",Pl-Wtm.2182 śp 10792,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001206036"">1001206036</a>",Pl-Wtm.27 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001206037"">1001206037</a>",Pl-Wtm.28 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001206180"">1001206180</a>",Pl-Wtm. 43 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001206181"">1001206181</a>",Pl-Wtm. 54 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001206737"">1001206737</a>",Pl-Wtm. 56 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001206738"">1001206738</a>",Pl-Wtm. 57 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001206739"">1001206739</a>",Pl-Wtm. M 199,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001206937"">1001206937</a>",PL GD Ee 5 8º,PL-GD
"<a href=""https://muscat.rism.info/admin/sources/1001206940"">1001206940</a>",PL GD Ee 565 8º,PL-GD
"<a href=""https://muscat.rism.info/admin/sources/1001206948"">1001206948</a>",Pl-Wtm. 200 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001206953"">1001206953</a>",Pl-Wtm. 203 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001207463"">1001207463</a>",Pl-Wtm. 206 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001207464"">1001207464</a>",Pl-Wtm. 207 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001208142"">1001208142</a>",Pl-Wtm. 213 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001208143"">1001208143</a>",Pl-Wtm. 216 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001208144"">1001208144</a>",Pl-Wtm. 217 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001208148"">1001208148</a>",Pl-Wtm. 221 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001208154"">1001208154</a>",Pl-Wtm. 472 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001208160"">1001208160</a>",Pl-Wtm. 767 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001208161"">1001208161</a>",Pl-Wtm. 966 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001208162"">1001208162</a>",Pl-Wtm. 967,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001208163"">1001208163</a>",Pl-Wtm. 984 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001208164"">1001208164</a>",Pl-Wtm. 997 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001208165"">1001208165</a>",Pl-Wtm. 1069 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001208166"">1001208166</a>",Pl-Wtm. 1073 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001208167"">1001208167</a>",Pl-Wtm. 1099 A,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001208168"">1001208168</a>",Pl-Wtm. 1105 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001208247"">1001208247</a>",Pl-Wtm. 1112 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001208248"">1001208248</a>",Pl-Wtm. 1113 M,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001208322"">1001208322</a>",Pl-Kk.III.65,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001208733"">1001208733</a>",PL-Płp Muz.93,PL-PŁp
"<a href=""https://muscat.rism.info/admin/sources/1001209214"">1001209214</a>",PL-Płp Muz.93,PL-PŁp
"<a href=""https://muscat.rism.info/admin/sources/1001209219"">1001209219</a>",PL-Płp Muz.93,PL-PŁp
"<a href=""https://muscat.rism.info/admin/sources/1001209312"">1001209312</a>",Pl-Wtm A.27.19972,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001209557"">1001209557</a>",DBUDbierwisch without shelfmark,D-BUDbierwisch
"<a href=""https://muscat.rism.info/admin/sources/1001209750"">1001209750</a>",Pl-Wtm A.27.86373,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001210282"">1001210282</a>",PL-GD  	 Ee 1563 2º adl. 27,PL-GDap
"<a href=""https://muscat.rism.info/admin/sources/1001211405"">1001211405</a>",Ee 1563 2º adl. 37,PL-GD
"<a href=""https://muscat.rism.info/admin/sources/1001211409"">1001211409</a>",Ee 1563 2º adl. 2,PL-GD
"<a href=""https://muscat.rism.info/admin/sources/1001211422"">1001211422</a>",Ee 1563 2º adl. 38,PL-GD
"<a href=""https://muscat.rism.info/admin/sources/1001211940"">1001211940</a>",PL-Wnifc 2315 fp 8054,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001212620"">1001212620</a>",D- Mbs,D-Mbs
"<a href=""https://muscat.rism.info/admin/sources/1001212830"">1001212830</a>",I-Lcs without shelfmark,I-LOVcs
"<a href=""https://muscat.rism.info/admin/sources/1001212832"">1001212832</a>",I-Lcs without shelfmark,I-LOVcs
"<a href=""https://muscat.rism.info/admin/sources/1001212836"">1001212836</a>",I-Lcs without shelfmark,I-LOVcs
"<a href=""https://muscat.rism.info/admin/sources/1001212849"">1001212849</a>",Pl-Wtm 2924 fp 9964,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213459"">1001213459</a>",Pl-Wtm 1814 fp 6226,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213462"">1001213462</a>",Pl-Wtm 1817 fp 6229,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213505"">1001213505</a>",I-Lcs without shelfmark,I-LOVcs
"<a href=""https://muscat.rism.info/admin/sources/1001213507"">1001213507</a>",I-Lcs without shelfmark,I-LOVcs
"<a href=""https://muscat.rism.info/admin/sources/1001213509"">1001213509</a>",I-Lcs without shelfmark,I-LOVcs
"<a href=""https://muscat.rism.info/admin/sources/1001213607"">1001213607</a>",Pl-Wtm A.24.052,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213608"">1001213608</a>",Pl-Wtm A.24.053,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213627"">1001213627</a>",Pl-Wtm A.24.060,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213701"">1001213701</a>",Pl-Wtm 1863 fp 6277,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213710"">1001213710</a>",Pl-Wtm A.24.048,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213716"">1001213716</a>",Pl-Wtm A.24.055,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213719"">1001213719</a>",Pl-Wtm A.24.056,PL-Wtm; PL-ŁŹu
"<a href=""https://muscat.rism.info/admin/sources/1001213724"">1001213724</a>",Pl-Wtm A.24.226,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213754"">1001213754</a>",Pl-Wtm A.24.60068,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213757"">1001213757</a>",Pl-Wtm A.24.65169,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213758"">1001213758</a>",Pl-Wtm A.24.67169,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213759"">1001213759</a>",Pl-Wtm A.24.67269,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213760"">1001213760</a>",Pl-Wtm A.24.68769,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213761"">1001213761</a>",Pl-Wtm A.24.79769,PL-Wtm; PL-Wmt
"<a href=""https://muscat.rism.info/admin/sources/1001213762"">1001213762</a>",Pl-Wtm A.24.97569,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213763"">1001213763</a>",Pl-Wtm A.25.014,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213764"">1001213764</a>",Pl-Wtm A.25.09069,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213765"">1001213765</a>",Pl-Wtm A.25.09169,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213766"">1001213766</a>",Pl-Wtm A.25.09269,PL-Wtm; PL-ŁŹu
"<a href=""https://muscat.rism.info/admin/sources/1001213767"">1001213767</a>",Pl-Wtm A.25.10369-1,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213768"">1001213768</a>",Pl-Wtm A-25.10369,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213769"">1001213769</a>",Pl-Wtm A.25.73569,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213770"">1001213770</a>",Pl-Wtm A.25.73669,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213771"">1001213771</a>",Pl-Wtm A.25.75769,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213879"">1001213879</a>",Pl-Wtm A.25.75869,PL-Wtm; PL-Wmt
"<a href=""https://muscat.rism.info/admin/sources/1001213888"">1001213888</a>",Pl-Wtm A.25.79669,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213889"">1001213889</a>",Pl-Wtm A.25.80769,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213890"">1001213890</a>",Pl-Wtm A.25.86170,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213891"">1001213891</a>",Pl-Wtm A.26.07770,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213892"">1001213892</a>",Pl-Wtm A.26.07870,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213893"">1001213893</a>",Pl-Wtm A.26.07970,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213897"">1001213897</a>",Pl-Wtm A.26.24071,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213907"">1001213907</a>",Pl-Wtm A.26.24871,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213908"">1001213908</a>",Pl-Wtm A.26.26271,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213909"">1001213909</a>",Pl-Wtm A.26.44871,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213910"">1001213910</a>",Pl-Wtm A.26.44971,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213911"">1001213911</a>",Pl-Wtm A.26.45171,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213912"">1001213912</a>",Pl-Wtm A.26.45571,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213913"">1001213913</a>",Pl-Wtm A.26.55471,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213925"">1001213925</a>",Pl-Wtm A.26.81272,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213927"">1001213927</a>",Pl-Wtm A.26.84872,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213928"">1001213928</a>",Pl-Wtm A.26.84972,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213930"">1001213930</a>",Pl-Wtm A.26.86272,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213933"">1001213933</a>",Pl-Wtm A.26.86672,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213936"">1001213936</a>",Pl-Wtm A.26.87172,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213939"">1001213939</a>",Pl-Wtm A.24.151,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001213949"">1001213949</a>",Pl-Wtm A.24.59568,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001214610"">1001214610</a>",PL-Wtm 1942 fp 6557,PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001215313"">1001215313</a>",Pl-Wtm A.43.349,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001215314"">1001215314</a>",Pl-Wtm A.43.355,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001215315"">1001215315</a>",Pl-Wtm A.43.358,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001215361"">1001215361</a>",Pl-Wtm A.43.354,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001215392"">1001215392</a>",Pl-Wtm A.43.348,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001215393"">1001215393</a>",Pl-Wtm A.43.347,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001215395"">1001215395</a>",Pl-Wtm A.43.351,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001215398"">1001215398</a>",Pl-Wtm A.43.356,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001215404"">1001215404</a>",Pl-Wtm A.43.350,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001215590"">1001215590</a>",Pl-Wtm A.43.352,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001215593"">1001215593</a>",Pl-Wtm A.43.725,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001215604"">1001215604</a>",Pl-Wtm A.41.859,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001215605"">1001215605</a>",Pl-Wtm A.40.322,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001215606"">1001215606</a>",Pl-Wtm A.43.386,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001215607"">1001215607</a>",Pl-Wtm A.42.014,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001216222"">1001216222</a>",PL-KK Kk.III.434,PL-Kk
"<a href=""https://muscat.rism.info/admin/sources/1001217595"">1001217595</a>",Us-BETm PSB 26 Beth pr full score,US-BETm; D-SHm
"<a href=""https://muscat.rism.info/admin/sources/1001217692"">1001217692</a>",Pl-Wtm A.46.370,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217704"">1001217704</a>",Pl-Wtm A.41.860,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217747"">1001217747</a>",Pl-Wtm A.41.038,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217766"">1001217766</a>",Pl-Wtm A.43.436,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217768"">1001217768</a>",Pl-Wtm A.40.759,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217782"">1001217782</a>",Pl-Wtm A.41.721,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217784"">1001217784</a>",Pl-Wtm A.41.720,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217785"">1001217785</a>",Pl-Wtm A.40.761,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217787"">1001217787</a>",Pl-Wtm A.43.721,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217788"">1001217788</a>",Pl-Wtm A.43.438,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217789"">1001217789</a>",Pl-Wtm A.43.435,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217790"">1001217790</a>",Pl-Wtm A.43.442,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217791"">1001217791</a>",Pl-Wtm A.43.441,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217792"">1001217792</a>",Pl-Wtm A.43.439,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217793"">1001217793</a>",Pl-Wtm A.42.017,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217794"">1001217794</a>",Pl-Wtm A.41.036,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217795"">1001217795</a>",Pl-Wtm A.41.049,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217796"">1001217796</a>",Pl-Wtm A.41.856,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217797"">1001217797</a>",Pl-Wtm A.42.013,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217798"">1001217798</a>",Pl-Wtm A.41.035,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217799"">1001217799</a>",Pl-Wtm A.41.869,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217825"">1001217825</a>",Pl-Wtm A.40.472,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217826"">1001217826</a>",Pl-Wtm A.40.763,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217830"">1001217830</a>",Pl-Wtm A.41.858,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217835"">1001217835</a>",Pl-Wtm A.43.375,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217836"">1001217836</a>",Pl-Wtm A.43.374,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217849"">1001217849</a>",Pl-Wtm A.41.018,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217851"">1001217851</a>",Pl-Wtm A.40.321,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217853"">1001217853</a>",Pl-Wtm A.41.041,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217855"">1001217855</a>",Pl-Wtm A.41.947,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217857"">1001217857</a>",Pl-Wtm A.50.623,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217859"">1001217859</a>",Pl-Wtm A.40.768,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217861"">1001217861</a>",Pl-Wtm A.41.025,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217862"">1001217862</a>",Pl-Wtm A.43.729,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217863"">1001217863</a>",Pl-Wtm A.41.862,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217864"">1001217864</a>",Pl-Wtm A.38.696,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217865"">1001217865</a>",Pl-Wtm A.43.111,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217866"">1001217866</a>",Pl-Wtm A.50.622,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217868"">1001217868</a>",Pl-Wtm A.41.244,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217870"">1001217870</a>",Pl-Wtm A.41.084,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217871"">1001217871</a>",Pl-Wtm A.41.086,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001217874"">1001217874</a>",Pl-Wtm A.41.048,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001219100"">1001219100</a>",PL-Wtm A.31.36579,PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001219371"">1001219371</a>",PL-WtmA.32.373,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001219993"">1001219993</a>",PL-wtm A.40.500,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001219995"">1001219995</a>",PL-WtmA.27.599,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001220273"">1001220273</a>",Pl-Wtm A.41.021,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001220279"">1001220279</a>",Pl-Wtm A.36.615,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001220281"">1001220281</a>",Pl-Wtm A.23.258,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001220283"">1001220283</a>",Pl-Wtm A.36.227,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001220284"">1001220284</a>",Pl-Wtm A.43.065,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001220286"">1001220286</a>",Pl-Wtm A.43.064,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001220287"">1001220287</a>",Pl-Wtm A.45.426,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001220290"">1001220290</a>",Pl-Wtm A.41.181,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001220293"">1001220293</a>",Pl-Wtm A.43.221,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001220407"">1001220407</a>",Pl-Wtm A.43.440,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001220411"">1001220411</a>",Pl-Wtm A.43.437,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001220415"">1001220415</a>",Pl-Wtm A.43.093,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001220424"">1001220424</a>",Pl-Wtm A.41.087,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001220425"">1001220425</a>",Pl-Wtm A.43.092,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001220429"">1001220429</a>",Pl-Wtm A.41.085,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001220430"">1001220430</a>",Pl-Wtm A.41.027,PL-Wtm
