RISM_ID,ID,240$m,500
850777894,IT\ICCU\MSM\0254324,"V (2), orch","S, T, 2fl, ob1, ob2, cl1, cl2, cor1, cor2, vl1, vl2, vla, cb"
850779911,IT\ICCU\MSM\0257274,"V (2), orch","S, T, cl1, cl2, cor1, cor2, fag1, fag2, vl1, vl2, vla1, vla2, b"
850778775,IT\ICCU\MSM\0258173,"V (2), orch","S, T, cl1, cl2, cor1, cor2, vl1, vl2, vla, b"
850777995,IT\ICCU\MSM\0253756,"V (2), orch","S, T, cl1, cl2, fag, cor1, cor2, tr1, tr2, vl1, vl2, vla, b"
850776815,IT\ICCU\MSM\0252413,"V (2), orch","S, T, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, b"
850776945,IT\ICCU\MSM\0252755,"V (2), orch","S, T, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, b"
850777229,IT\ICCU\MSM\0252750,"V (2), orch","S, T, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, b"
850778577,IT\ICCU\MSM\0257803,"V (2), orch","S, T, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, b"
850779810,IT\ICCU\MSM\0257355,"V (2), orch","S, T, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, b"
850777038,IT\ICCU\MSM\0252399,"V (2), orch","S, T, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, b"
850777316,IT\ICCU\MSM\0253914,"V (2), orch","S, T, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, b"
850778727,IT\ICCU\MSM\0258150,"V (2), orch","S, T, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, b"
850778964,IT\ICCU\MSM\0257973,"V (2), orch","S, T, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, b"
850780303,IT\ICCU\MSM\0258170,"V (2), orch","S, T, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, b"
850780231,IT\ICCU\MSM\0257938,"V (2), orch","S, T, cor1, cor2, ob1, ob2, vl1, vl2, vla, b"
850778153,IT\ICCU\MSM\0253887,"V (2), orch","S, T, fl, cl, fag, cor1, cor2, vl1, vl2, vla, b"
850778559,IT\ICCU\MSM\0254313,"V (2), orch","S, T, fl, cl, fag, cor1, cor2, vl1, vl2, vla, b"
850779450,IT\ICCU\MSM\0255889,"V (2), orch","S, T, fl, cl1, cl2, cor1, cor2, vl1, vl2, vla, b"
850779475,IT\ICCU\MSM\0255525,"V (2), orch","S, T, fl, cl1, cl2, cor1, cor2, vl1, vl2, vla, b"
850777957,IT\ICCU\MSM\0253923,"V (2), orch","S, T, fl, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, b"
850778022,IT\ICCU\MSM\0253925,"V (2), orch","S, T, fl, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, vlc, b"
850776920,IT\ICCU\MSM\0252744,"V (2), orch","S, T, fl, cl1, cl2, fag, vl1, vl2, vla, vlc, b"
850779130,IT\ICCU\MSM\0257395,"V (2), orch","S, T, fl, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, vlc, b"
850783952,IT\ICCU\URB\0650054,"V (2), orch","S, T, fl, ob, cl, cor, tr, fag"
850779666,IT\ICCU\MSM\0257262,"V (2), orch","S, T, fl, ob, cl1, cl2, cor1, cor2, fag1, fag2, tr1, tr2, vl1, vl2, vla, b"
850776409,IT\ICCU\LO1\1061704,"V (2), orch","S, T, fl, ob, cl1, cl2, cor1, cor2, tr, vl1, vl2, vla, vlc, org"
850777437,IT\ICCU\MSM\0254552,"V (2), orch","S, T, fl, ob, cl1, cl2, fag, cor1, cor2, tr1, tr2, vl1, vl2, vla, b"
850780253,IT\ICCU\MSM\0258032,"V (2), orch","S, T, fl, ob, vl1, vl2, vla1, vla2, vlc, b"
850778236,IT\ICCU\MSM\0254590,"V (2), orch","S, T, fl, ob1, ob2, cl, fag, cor1, cor2, vl1, vl2, vla, b"
850778825,IT\ICCU\MSM\0258552,"V (2), orch","S, T, fl, ob1, ob2, cl1, cl2, fag, cor, tr, vl1, vl2, vla, b"
850777147,IT\ICCU\MSM\0252761,"V (2), orch","S, T, fl, ob1, ob2, cl1, cl2, fag, cor1, cor2, tr1, tr2, vl1, vl2, vla, b"
850777996,IT\ICCU\MSM\0253757,"V (2), orch","S, T, fl, ob1, ob2, cl1, cl2, fag, cor1, cor2, tr1, tr2, vl1, vl2, vla, b"
850776958,IT\ICCU\MSM\0252757,"V (2), orch","S, T, fl, ob1, ob2, cl1, cl2, fag, cor1, cor2, tr1, tr2, vl1, vl2, vla, vlc, b"
850777111,IT\ICCU\MSM\0252758,"V (2), orch","S, T, fl, ob1, ob2, cl1, cl2, fag, cor1, cor2, tr1, tr2, vl1, vl2, vla, vlc, b"
850780264,IT\ICCU\MSM\0258197,"V (2), orch","S, T, fl, ob1, ob2, cl1, cl2, fag, cor1, cor2, tr1, tr2, vl1, vl2, vla1, vla2, b"
850777937,IT\ICCU\MSM\0253922,"V (2), orch","S, T, fl, ob1, ob2, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, vlc, b"
850778479,IT\ICCU\MSM\0255983,"V (2), orch","S, T, fl, ob1, ob2, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, vlc, cb"
850778109,IT\ICCU\MSM\0253718,"V (2), orch","S, T, fl, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, vl1, vl2, vla, vlc, cb"
850779708,IT\ICCU\MSM\0257376,"V (2), orch","S, T, fl, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, vl1, vl2, vla1, vla2, b"
850776849,IT\ICCU\MSM\0252408,"V (2), orch","S, T, fl, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, vl1, vl2, vla1, vla2, vlc, b"
850777904,IT\ICCU\MSM\0253921,"V (2), orch","S, T, fl, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, b"
850778110,IT\ICCU\MSM\0253917,"V (2), orch","S, T, fl, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, b"
850779558,IT\ICCU\MSM\0257373,"V (2), orch","S, T, fl, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, b"
850777277,IT\ICCU\MSM\0252737,"V (2), orch","S, T, fl, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, vlc, b"
850778169,IT\ICCU\MSM\0253889,"V (2), orch","S, T, fl, ob1, ob2, cor1, cor2, vl1, vl2, vla, b"
850778039,IT\ICCU\MSM\0253855,"V (2), orch","S, T, fl, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, vlc, b"
850778142,IT\ICCU\MSM\0253871,"V (2), orch","S, T, fl, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla1, vla2, b"
850777989,IT\ICCU\MSM\0253930,"V (2), orch","S, T, fl, ob1, ob2, fag, vl1, vl2, vla, b"
850777174,IT\ICCU\MSM\0253694,"V (2), orch","S, T, fl1, fl2, cl1, cl2, fag, cor1, cor2, vl1, vl2"
850779040,IT\ICCU\MSM\0257493,"V (2), orch","S, T, fl1, fl2, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, vlc, b"
850776875,IT\ICCU\MSM\0252419,"V (2), orch","S, T, fl1, fl2, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla1, vla2, b"
850778750,IT\ICCU\MSM\0258480,"V (2), orch","S, T, fl1, fl2, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla1, vla2, b"
850786336,IT\ICCU\LO1\1188424,"V (2), orch","S, T, fl1, fl2, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla1, vla2, b"
850788239,IT\ICCU\LO1\1207823,"V (2), orch","S, T, fl1, fl2, cl1, cl2, fag1, fag2, cor1, cor2, archi"
850791206,IT\ICCU\LO1\1232417,"V (2), orch","S, T, fl1, fl2, cl1, cl2, fag1, fag2, cor1, cor2, archi"
850779805,IT\ICCU\MSM\0257353,"V (2), orch","S, T, fl1, fl2, cl1, cl2, fag1, fag2, cor1, cor2, cor3, cor4, vl1, vl2, vla, vlc, b"
850777217,IT\ICCU\MSM\0252736,"V (2), orch","S, T, fl1, fl2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, vl1, vl2, vla, vlc, b"
850777606,IT\ICCU\MSM\0254079,"V (2), orch","S, T, fl1, fl2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, vl1, vl2, vla, vlc, b"
850778881,IT\ICCU\MSM\0256168,"V (2), orch","S, T, fl1, fl2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, vl1, vl2, vla, vlc, b"
850776886,IT\ICCU\MSM\0252422,"V (2), orch","S, T, fl1, fl2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, vl1, vl2, vla1, vla2, vlc, b"
850778625,IT\ICCU\MSM\0254554,"V (2), orch","S, T, fl1, fl2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, b"
850778081,IT\ICCU\MSM\0253927,"V (2), orch","S, T, fl1, fl2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, vlc, b"
850779787,IT\ICCU\MSM\0257377,"V (2), orch","S, T, fl1, fl2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla1, vla2, b"
850778596,IT\ICCU\MSM\0254315,"V (2), orch","S, T, fl1, fl2, cor, vl1, vl2, vla, b"
850776930,IT\ICCU\MSM\0252747,"V (2), orch","S, T, fl1, fl2, cor1, cor2, vl1, vl2, vla, b"
850778295,IT\ICCU\MSM\0253918,"V (2), orch","S, T, fl1, fl2, cor1, cor2, vl1, vl2, vla, b"
850780225,IT\ICCU\MSM\0258026,"V (2), orch","S, T, fl1, fl2, cor1, cor2, vl1, vl2, vla, b"
850780239,IT\ICCU\MSM\0258029,"V (2), orch","S, T, fl1, fl2, cor1, cor2, vl1, vl2, vla, b"
850777419,IT\ICCU\MSM\0254762,"V (2), orch","S, T, fl1, fl2, fag, tr1, tr2, vl1, vl2, vla, b"
850780224,IT\ICCU\MSM\0258025,"V (2), orch","S, T, fl1, fl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, b"
850778882,IT\ICCU\MSM\0256169,"V (2), orch","S, T, fl1, fl2, ob, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, trb1, trb2, vl1, vl2, vla, vlc, b, timp"
850786737,IT\ICCU\LO1\1198877,"V (2), orch","S, T, fl1, fl2, ob, cl1, cl2, fag1, fag2, cor1, cor2, trb, archi"
850788467,IT\ICCU\LO1\1201087,"V (2), orch","S, T, fl1, fl2, ob1, ob2, cl1, cl2, cor1, cor2, archi"
850777907,IT\ICCU\MSM\0253731,"V (2), orch","S, T, fl1, fl2, ob1, ob2, cl1, cl2, fag, cor1, cor2, tr1, tr2, vl-princ, vl1, vl2, vla, vlc, cb"
850778199,IT\ICCU\MSM\0254322,"V (2), orch","S, T, fl1, fl2, ob1, ob2, cl1, cl2, fag, cor1, cor2, tr1, tr2, vl1, vl2, vla, b"
850778042,IT\ICCU\MSM\0253926,"V (2), orch","S, T, fl1, fl2, ob1, ob2, cl1, cl2, fag, cor1, cor2, tr1, tr2, vl1, vl2, vla, vlc, b"
850622676,IT\ICCU\MSM\0252745,"V (2), orch","S, T, fl1, fl2, ob1, ob2, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, b"
850779306,IT\ICCU\MSM\0257979,"V (2), orch","S, T, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, b"
850778314,IT\ICCU\MSM\0255360,"V (2), orch","S, T, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, trb, vl1, vl2, vla, b"
850780055,IT\ICCU\MSM\0256345,"V (2), orch","S, T, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, trb1, trb2, vl1, vl2, vla1, vla2, vlc, b"
850776819,IT\ICCU\MSM\0252423,"V (2), orch","S, T, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, vl1, vl2, vla1, vla2, b"
850776848,IT\ICCU\MSM\0252407,"V (2), orch","S, T, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, vl1, vl2, vla1, vla2, vlc, b"
850779789,IT\ICCU\MSM\0257379,"V (2), orch","S, T, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, b"
850778949,IT\ICCU\MSM\0257492,"V (2), orch","S, T, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, b"
850778601,IT\ICCU\MSM\0253776,"V (2), orch","S, T, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, vlc, b"
850778421,IT\ICCU\MSM\0255977,"V (2), orch","S, T, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, vlc, cb"
850779396,IT\ICCU\MSM\0257495,"V (2), orch","S, T, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla1, vla2, b"
850779906,IT\ICCU\MSM\0257371,"V (2), orch","S, T, fl1, fl2, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla1, vla2, b"
850779446,IT\ICCU\MSM\0255307,"V (2), orch","S, T, fl1, fl2, ob1, ob2, cor1, cor2, vl1, vl2, vla, b"
850779989,IT\ICCU\MSM\0255910,"V (2), orch","S, T, fl1, fl2, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, b"
850780166,IT\ICCU\MSM\0258201,"V (2), orch","S, T, fl1, fl2, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, b"
850780167,IT\ICCU\MSM\0258202,"V (2), orch","S, T, fl1, fl2, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, b"
850780241,IT\ICCU\MSM\0258022,"V (2), orch","S, T, fl1, fl2, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, b"
850780255,IT\ICCU\MSM\0258024,"V (2), orch","S, T, fl1, fl2, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, b"
850778014,IT\ICCU\MSM\0253850,"V (2), orch","S, T, fl1, fl2, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, vlc, b"
850777214,IT\ICCU\MSM\0252749,"V (2), orch","S, T, fl1, fl2, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla1, vla2, b"
850778143,IT\ICCU\MSM\0253872,"V (2), orch","S, T, fl1, fl2, ob1, ob2, fag, tr1, tr2, vl1, vl2, vla, b"
850786982,IT\ICCU\LO1\1199189,"V (2), orch","S, T, fl1/ob1, fl2/ob2, cl1, cl2, fag1, fag2, cor1, cor2, archi"
850777362,IT\ICCU\MSM\0252742,"V (2), orch","S, T, ob, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, vlc, b"
850777018,IT\ICCU\MSM\0252382,"V (2), orch","S, T, ob, cor1, cor2, vl1, vl2, vla, b"
850780240,IT\ICCU\MSM\0258006,"V (2), orch","S, T, ob, fag, cor1, cor2, vl1, vl2, vla, b"
850780035,IT\ICCU\MSM\0256347,"V (2), orch","S, T, ob1, ob2, cl1, cl2, cor1, cor2, cor3, cor4, fag1, fag2, vla, vl1, vl2, b"
850679875,IT\ICCU\MSM\0081707,"V (2), orch","S, T, ob1, ob2, cl1, cl2, cor1, cor2, fag, vl1, vl2, vla, b"
850780036,IT\ICCU\MSM\0256348,"V (2), orch","S, T, ob1, ob2, cl1, cl2, cor1, cor2, fag, vl1, vl2, vla1, vla2, b"
850779788,IT\ICCU\MSM\0257378,"V (2), orch","S, T, ob1, ob2, cl1, cl2, cor1, cor2, tr1, tr2, vl1, vl2, vla1, vla2, b"
850777039,IT\ICCU\MSM\0252403,"V (2), orch","S, T, ob1, ob2, cl1, cl2, cor1, cor2, vl1, vl2, vla, b"
850778564,IT\ICCU\MSM\0254314,"V (2), orch","S, T, ob1, ob2, cl1, cl2, cor1, cor2, vl1, vl2, vla, b"
850777041,IT\ICCU\MSM\0252688,"V (2), orch","S, T, ob1, ob2, cl1, cl2, cor1, cor2, vl1, vl2, vla1, vla2, b"
850779476,IT\ICCU\MSM\0255526,"V (2), orch","S, T, ob1, ob2, cl1, cl2, cor1, cor2, vl1, vl2, vla1, vla2, b"
850776783,IT\ICCU\MSM\0252717,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag, cor1, cor2, tr1, tr2, vl1, vl2, vla, b"
850776943,IT\ICCU\MSM\0252752,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag, cor1, cor2, tr1, tr2, vl1, vl2, vla, b"
850777594,IT\ICCU\MSM\0254074,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag, cor1, cor2, tr1, tr2, vl1, vl2, vla, b"
850778621,IT\ICCU\MSM\0254547,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag, cor1, cor2, tr1, tr2, vl1, vl2, vla, b"
850779392,IT\ICCU\MSM\0255522,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag, cor1, cor2, trb1, trb2, vl1, vl2, vla, b"
850776812,IT\ICCU\MSM\0252410,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, b"
850776919,IT\ICCU\MSM\0252743,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, b"
850777769,IT\ICCU\MSM\0254267,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, b"
850778041,IT\ICCU\MSM\0253931,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, b"
850778175,IT\ICCU\MSM\0253919,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, b"
850778237,IT\ICCU\MSM\0254591,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, b"
850778338,IT\ICCU\MSM\0255518,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, b"
850779391,IT\ICCU\MSM\0255521,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, b"
850779730,IT\ICCU\MSM\0256089,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, b"
850780304,IT\ICCU\MSM\0258205,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla, b"
850778595,IT\ICCU\MSM\0254546,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag, cor1, cor2, vl1, vl2, vla1, vla2, b"
850779390,IT\ICCU\MSM\0255520,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, timp, vl1, vl2, vla, b"
850777203,IT\ICCU\MSM\0252707,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, timp, vl1, vl2, vla, vlc, b"
850779734,IT\ICCU\MSM\0257354,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, vl1, vl2, vla, b, timp"
850788631,IT\ICCU\LO1\1203880,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, trb, archi"
850778267,IT\ICCU\MSM\0255356,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, b"
850778277,IT\ICCU\MSM\0255359,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, b"
850778604,IT\ICCU\MSM\0255056,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, b"
850779041,IT\ICCU\MSM\0257494,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, b"
850779905,IT\ICCU\MSM\0257370,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, b"
850780161,IT\ICCU\MSM\0257933,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla, b"
850776851,IT\ICCU\MSM\0252414,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla1, vla2, b"
850778736,IT\ICCU\MSM\0258478,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla1, vla2, b"
850779980,IT\ICCU\MSM\0257372,"V (2), orch","S, T, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, vl1, vl2, vla1, vla2, b"
850793043,IT\ICCU\LO1\1285526,"V (2), orch","S, T, ob1, ob2, cor1, cor2, archi"
850778198,IT\ICCU\MSM\0254321,"V (2), orch","S, T, ob1, ob2, cor1, cor2, vl1, vl1, vla, b"
850779629,IT\ICCU\MSM\0257374,"V (2), orch","S, T, ob1, ob2, cor1, cor2, vl1, vl2, b"
850776856,IT\ICCU\MSM\0252763,"V (2), orch","S, T, ob1, ob2, cor1, cor2, vl1, vl2, vla, b"
850776966,IT\ICCU\MSM\0252762,"V (2), orch","S, T, ob1, ob2, cor1, cor2, vl1, vl2, vla, b"
850777258,IT\ICCU\MSM\0252725,"V (2), orch","S, T, ob1, ob2, cor1, cor2, vl1, vl2, vla, b"
850778147,IT\ICCU\MSM\0254051,"V (2), orch","S, T, ob1, ob2, cor1, cor2, vl1, vl2, vla, b"
850778220,IT\ICCU\MSM\0254589,"V (2), orch","S, T, ob1, ob2, cor1, cor2, vl1, vl2, vla, b"
850778599,IT\ICCU\MSM\0254326,"V (2), orch","S, T, ob1, ob2, cor1, cor2, vl1, vl2, vla, b"
850778950,IT\ICCU\MSM\0257516,"V (2), orch","S, T, ob1, ob2, cor1, cor2, vl1, vl2, vla, b"
850777628,IT\ICCU\MSM\0254319,"V (2), orch","S, T, ob1, ob2, cor1, cor2, vl1, vl2, vla, vlc"
850777924,IT\ICCU\MSM\0252734,"V (2), orch","S, T, ob1, ob2, cor1, cor2, vl1, vl2, vla1, vla2, b"
850778839,IT\ICCU\MSM\0258214,"V (2), orch","S, T, ob1, ob2, cor1, cor2, vl1, vl2, vla1, vla2, b"
850777713,IT\ICCU\MSM\0254305,"V (2), orch","S, T, ob1, ob2, fag, cor, vl1, vl2, vla, arp, b"
850803404,IT\ICCU\LO1\1485667,"V (2), orch","S, T, ob1, ob2, fag, cor1, cor2, archi"
850776847,IT\ICCU\MSM\0252404,"V (2), orch","S, T, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, arp, b"
850776834,IT\ICCU\MSM\0252729,"V (2), orch","S, T, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, b"
850776850,IT\ICCU\MSM\0252409,"V (2), orch","S, T, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, b"
850777040,IT\ICCU\MSM\0252727,"V (2), orch","S, T, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, b"
850777643,IT\ICCU\MSM\0254323,"V (2), orch","S, T, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, b"
850777792,IT\ICCU\MSM\0252326,"V (2), orch","S, T, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, b"
850778372,IT\ICCU\MSM\0255519,"V (2), orch","S, T, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, b"
850778603,IT\ICCU\MSM\0255055,"V (2), orch","S, T, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, b"
850778746,IT\ICCU\MSM\0258169,"V (2), orch","S, T, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, b"
850779211,IT\ICCU\MSM\0255516,"V (2), orch","S, T, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, b"
850779212,IT\ICCU\MSM\0255517,"V (2), orch","S, T, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, b"
850780120,IT\ICCU\MSM\0257440,"V (2), orch","S, T, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, b"
850780237,IT\ICCU\MSM\0258027,"V (2), orch","S, T, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, b"
850780252,IT\ICCU\MSM\0258031,"V (2), orch","S, T, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, b"
850776813,IT\ICCU\MSM\0252411,"V (2), orch","S, T, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, vlc"
850777883,IT\ICCU\MSM\0253953,"V (2), orch","S, T, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, vlc, b"
850777389,IT\ICCU\MSM\0252731,"V (2), orch","S, T, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla, vlc, cb"
850779724,IT\ICCU\MSM\0257351,"V (2), orch","S, T, ob1, ob2, fag, cor1, cor2, vl1, vl2, vla1, vla2, b"
850777413,IT\ICCU\MSM\0254761,"V (2), orch","S, T, ob1, ob2, fag, tr1, tr2, vl1, vl2, vla, b"
850777642,IT\ICCU\MSM\0254320,"V (2), orch","S, T, ob1, ob2, fag, vl1, vl1, vla, b"
850778071,IT\ICCU\MSM\0253916,"V (2), orch","S, T, ob1, ob2, fag1, fag2, cl1, cl2, cor, tr, vl1, vl2, vla, b"
850777036,IT\ICCU\MSM\0252397,"V (2), orch","S, T, ob1, ob2, fag1, fag2, cor1, cor2, vl1, vl2, vla, b"
850777798,IT\ICCU\MSM\0252830,"V (2), orch","S, T, ob1, ob2, fag1, fag2, cor1, cor2, vl1, vl2, vla, b"
850778637,IT\ICCU\MSM\0258217,"V (2), orch","S, T, ob1, ob2, fag1, fag2, cor1, cor2, vl1, vl2, vla, b"
850779701,IT\ICCU\MSM\0257446,"V (2), orch","S, T, ob1, ob2, fag1, fag2, cor1, cor2, vl1, vl2, vla, b"
850779774,IT\ICCU\MSM\0257448,"V (2), orch","S, T, ob1, ob2, fag1, fag2, cor1, cor2, vl1, vl2, vla, vlc, arp, b"
850778180,IT\ICCU\MSM\0253895,"V (2), orch","S, T, ob1, ob2, fag1, fag2, cor1, cor2, vl1, vl2, vlc, arp"
850776904,IT\ICCU\MSM\0252739,"V (2), orch","S, T, orch"
850778154,IT\ICCU\MSM\0253888,"V (2), orch","S, T, orch"
850809674,IT\ICCU\LO1\1635082,"V (2), orch","S, T, orch"
850779056,IT\ICCU\MSM\0256172,"V (2), orch","S, T, ott, fl, ob, cl, fag, cor, tr, trb, vl1, vl2, vla1, vla2, vlc, b"
850777971,IT\ICCU\MSM\0253924,"V (2), orch","S, T, ott, fl, ob1, ob2, cl1, cl2, fag1, fag2, cor1, cor2, tr1, tr2, vl1, vl2, vla, b"
850778315,IT\ICCU\MSM\0255361,"V (2), orch","S, T, ott, fl1, fl2, ob1, ob2, cl1, cl2, fag, cor1, cor2, tr1, tr2, vl1, vl2, vla, b"
850694365,IT\ICCU\MSM\0089403,"V (2), orch","S, T, vl1, vl2, fl, cl1, cl2, cor1, cor2, tr, trb1, trb2, trb3, vlc, cb, cor+trb-br"
850779226,IT\ICCU\MSM\0257816,"V (2), orch","S, T, vl1, vl2, vla, ott, fl1, fl2, cl1, cl2, cor1, cor2, tr1, tr2, fag1, fag2, vlc, cb"
